2024-03-11 00:36:36,647 INFO    StreamThr :18092 [internal.py:wandb_internal():86] W&B internal server running at pid: 18092, started at: 2024-03-11 00:36:36.647282
2024-03-11 00:37:09,901 INFO    Thread-16 :18092 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\HP PAVILION\Documents\GitHub\final\wandb\run-20240311_003636-f4rz4olz\files\output.log
2024-03-11 00:37:14,273 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: status_report
2024-03-11 00:37:15,944 INFO    Thread-16 :18092 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\HP PAVILION\Documents\GitHub\final\wandb\run-20240311_003636-f4rz4olz\files\output.log
2024-03-11 00:37:19,296 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: status_report
2024-03-11 00:37:19,989 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: partial_history
2024-03-11 00:37:19,993 DEBUG   SenderThread:18092 [sender.py:send():378] send: history
2024-03-11 00:37:19,994 DEBUG   SenderThread:18092 [sender.py:send_request():405] send_request: summary_record
2024-03-11 00:37:20,023 INFO    SenderThread:18092 [sender.py:_save_file():1365] saving file wandb-summary.json with policy end
2024-03-11 00:37:20,984 INFO    Thread-16 :18092 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\HP PAVILION\Documents\GitHub\final\wandb\run-20240311_003636-f4rz4olz\files\wandb-summary.json
2024-03-11 00:37:21,988 INFO    Thread-16 :18092 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\HP PAVILION\Documents\GitHub\final\wandb\run-20240311_003636-f4rz4olz\files\output.log
2024-03-11 00:37:23,307 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: stop_status
2024-03-11 00:37:23,309 DEBUG   SenderThread:18092 [sender.py:send_request():405] send_request: stop_status
2024-03-11 00:37:23,321 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-11 00:37:24,757 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: status_report
2024-03-11 00:37:29,821 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: status_report
2024-03-11 00:37:35,761 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: status_report
2024-03-11 00:37:38,452 DEBUG   SystemMonitor:18092 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-03-11 00:37:40,231 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: stop_status
2024-03-11 00:37:42,213 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-11 00:37:42,216 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: status_report
2024-03-11 00:37:42,622 DEBUG   SenderThread:18092 [sender.py:send_request():405] send_request: stop_status
2024-03-11 00:37:44,581 DEBUG   SenderThread:18092 [sender.py:send():378] send: stats
2024-03-11 00:37:49,621 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: status_report
